"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.388,0.403,0.23,0.44,-0.87,-0.04
"ClusIPW",18.542,0.555,0.52,0.68,-0.19,-0.47
"addIPW",18.825,0.601,0.62,0.31,-0.68,-0.23
"Oracle",22.819,0.721,0,0.2,-0.1,0.98
