"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.638,0.395,-0.28,0.5,-0.58,0.58
"ClusIPW",19.579,0.961,0.53,-0.27,0.6,0.54
"addIPW",17.634,0.476,-0.31,-0.17,-0.34,0.87
"Oracle",22.97,0.724,0,0.2,-0.1,0.98
