"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.663,0.567,0.56,0.66,-0.24,-0.44
"ClusIPW",13.993,0.227,-0.42,0.59,-0.5,-0.47
"addIPW",20.37,1,1,0,0,0
"Oracle",22.855,0.721,0,0.2,-0.1,0.98
