"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.199,0,-1,0,0,0
"ClusIPW",9.759,0.024,-0.57,0.24,-0.61,-0.49
"addIPW",21.09,0.499,-0.45,0,0,0.89
"Oracle",22.827,0.722,0,0.2,-0.1,0.98
