"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.901,0.404,-0.34,0.5,-0.46,0.64
"ClusIPW",16.263,0.243,-0.54,0.36,-0.54,0.54
"addIPW",22.169,0.653,-0.33,0.29,0.49,0.75
"Oracle",22.852,0.721,0,0.2,-0.1,0.98
