"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.357,0.357,-0.66,0.18,0.21,0.7
"ClusIPW",15.708,0.315,-0.37,0.76,-0.36,-0.4
"addIPW",19.726,0.611,0.01,0.65,0.76,-0.05
"Oracle",22.873,0.722,0,0.2,-0.1,0.98
