"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.244,0.408,0.28,0.45,-0.19,-0.83
"ClusIPW",17.632,0.438,-0.05,0.94,-0.22,-0.26
"addIPW",17.693,0.59,0.6,0.44,-0.11,-0.65
"Oracle",22.791,0.721,0,0.2,-0.1,0.98
