"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.542,0.512,0.54,0.38,-0.63,-0.41
"ClusIPW",21.594,0.817,0.45,0.51,0.51,0.52
"addIPW",21.922,0.799,-0.23,0.18,0.81,0.5
"Oracle",22.817,0.72,0,0.2,-0.1,0.98
