"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.458,0.405,0.16,0.28,-0.9,0.28
"ClusIPW",16.949,0.359,-0.36,0.83,-0.42,-0.06
"addIPW",20.974,0.684,0.27,0.74,0.49,0.38
"Oracle",22.793,0.718,0,0.2,-0.1,0.98
