"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.951,0.59,-0.34,0.48,0.57,0.57
"ClusIPW",16.077,0.234,-0.54,0.34,-0.54,0.54
"addIPW",21.9,0.535,-0.37,0.21,-0.03,0.9
"Oracle",22.867,0.717,0,0.2,-0.1,0.98
