"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.053,0.317,0.25,0.36,-0.6,-0.67
"ClusIPW",12.487,0.154,-0.51,0.48,-0.51,-0.51
"addIPW",21.395,0.788,0.78,0.57,0.02,0.26
"Oracle",22.827,0.721,0,0.2,-0.1,0.98
