"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.222,0,-1,0,0,0
"ClusIPW",17.556,0.385,-0.36,0.85,-0.38,0.11
"addIPW",21.129,0.5,-0.45,0,0,0.89
"Oracle",22.824,0.72,0,0.2,-0.1,0.98
