"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.258,0.384,0.13,0.22,-0.91,0.33
"ClusIPW",20.143,0.607,0.44,0.86,-0.16,0.21
"addIPW",21.29,0.889,0.92,0.37,-0.11,0.08
"Oracle",22.81,0.719,0,0.2,-0.1,0.98
