"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.341,0.51,0.37,0.8,-0.27,-0.38
"ClusIPW",15.7,0.262,-0.57,0.59,-0.54,0.17
"addIPW",22.085,0.769,-0.18,0.27,0.7,0.64
"Oracle",22.77,0.719,0,0.2,-0.1,0.98
