"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.289,0.239,-0.34,0.49,-0.04,-0.8
"ClusIPW",18.355,0.467,-0.15,0.98,0.1,-0.11
"addIPW",11.828,0.327,0.36,-0.03,-0.93,-0.11
"Oracle",22.847,0.72,0,0.2,-0.1,0.98
