"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.559,0.504,-0.44,0.3,0.85,0.05
"ClusIPW",20.962,0.496,-0.58,0.08,0.58,0.58
"addIPW",20.459,1,1,0,0,0
"Oracle",22.779,0.72,0,0.2,-0.1,0.98
