"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.173,0.407,0.13,0.7,-0.65,-0.27
"ClusIPW",13.308,0.195,-0.48,0.54,-0.43,-0.54
"addIPW",19.207,0.806,0.82,0.24,-0.21,-0.48
"Oracle",22.909,0.723,0,0.2,-0.1,0.98
