"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.981,0.373,0.22,0.47,-0.32,-0.79
"ClusIPW",14.492,0.251,-0.43,0.64,-0.44,-0.46
"addIPW",22.194,0.819,0.03,0.32,0.63,0.71
"Oracle",22.845,0.721,0,0.2,-0.1,0.98
