"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.002,0.223,0.02,0.37,-0.7,-0.61
"ClusIPW",9.209,0,-0.81,-0.11,-0.36,-0.45
"addIPW",13.853,0.143,-0.84,0.2,0.37,0.35
"Oracle",22.807,0.72,0,0.2,-0.1,0.98
