"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.243,0,-1,0,0,0
"ClusIPW",11.307,0.391,-0.36,-0.52,-0.49,0.6
"addIPW",21.092,0.501,-0.45,0,0,0.89
"Oracle",22.872,0.723,0,0.2,-0.1,0.98
