"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.783,0.524,0.06,0.9,0.35,-0.26
"ClusIPW",12.945,0.173,-0.5,0.51,-0.51,-0.48
"addIPW",21.738,0.719,-0.39,0.1,0.75,0.52
"Oracle",22.797,0.721,0,0.2,-0.1,0.98
