"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.126,0.289,0.26,0.29,-0.64,-0.66
"ClusIPW",10.913,0.083,-0.51,0.35,-0.56,-0.56
"addIPW",8.628,0.503,0.45,0,0,-0.89
"Oracle",22.822,0.722,0,0.2,-0.1,0.98
