"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.382,0.42,-0.61,0.52,0.53,0.26
"ClusIPW",22.123,0.782,0.54,0.29,-0.58,0.54
"addIPW",9.221,0,-1,0,0,0
"Oracle",22.814,0.721,0,0.2,-0.1,0.98
