"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.227,0,-1,0,0,0
"ClusIPW",21.803,0.832,0.5,0.5,0.5,0.5
"addIPW",21.122,0.502,-0.45,0,0,0.89
"Oracle",22.81,0.721,0,0.2,-0.1,0.98
