"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.029,0.477,0.22,0.53,-0.79,0.23
"ClusIPW",12.561,0.092,-0.59,0.18,-0.59,0.51
"addIPW",21.034,0.499,-0.45,0,0,0.89
"Oracle",22.842,0.723,0,0.2,-0.1,0.98
