"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.813,0.327,-0.09,0.59,-0.16,-0.78
"ClusIPW",14.69,0.255,-0.45,0.66,-0.48,-0.38
"addIPW",21.319,0.873,0.9,0.37,-0.21,0.11
"Oracle",22.83,0.722,0,0.2,-0.1,0.98
