"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.503,0.495,-0.04,0.58,0.6,-0.55
"ClusIPW",17.578,0.4,-0.28,0.9,-0.32,-0.02
"addIPW",19.753,0.631,-0.32,0.23,0.91,0.1
"Oracle",22.766,0.719,0,0.2,-0.1,0.98
