"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.883,0.485,-0.46,0.55,0.68,0.14
"ClusIPW",21.867,0.776,0.32,0.53,0.36,0.7
"addIPW",19.107,0.519,-0.44,-0.15,0.08,0.88
"Oracle",22.812,0.722,0,0.2,-0.1,0.98
