"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.205,0.441,-0.07,0.89,-0.46,0.05
"ClusIPW",17.376,0.429,-0.41,0.62,0.62,-0.24
"addIPW",21.071,0.593,0.33,0.32,-0.77,0.45
"Oracle",22.846,0.719,0,0.2,-0.1,0.98
