"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.505,0.496,0.19,0.69,0.26,-0.65
"ClusIPW",18.285,0.452,-0.07,0.93,-0.36,0.03
"addIPW",21.503,0.802,0.79,0.54,0.01,0.28
"Oracle",22.786,0.72,0,0.2,-0.1,0.98
