"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.069,0.442,0.4,0.46,-0.38,-0.7
"ClusIPW",19.227,0.524,0.1,0.99,-0.02,0.08
"addIPW",21.981,0.729,0.43,0.52,-0.21,0.7
"Oracle",22.738,0.718,0,0.2,-0.1,0.98
