"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.055,0.519,-0.29,0.68,0.03,0.67
"ClusIPW",13.249,0.182,-0.54,0.54,-0.54,-0.36
"addIPW",22.059,0.61,0.16,0.11,-0.7,0.68
"Oracle",22.836,0.72,0,0.2,-0.1,0.98
