"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.179,0.459,-0.48,0.7,0.15,0.52
"ClusIPW",15.113,0.743,0.41,-0.65,0.45,0.46
"addIPW",21.927,0.857,0.07,0.29,0.75,0.59
"Oracle",22.823,0.723,0,0.2,-0.1,0.98
