"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.953,0.373,0.42,0.18,-0.84,-0.3
"ClusIPW",8.441,0.383,0.11,-0.6,-0.21,-0.76
"addIPW",20.413,1,1,0,0,0
"Oracle",22.919,0.722,0,0.2,-0.1,0.98
