"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.962,0.28,-0.62,0.62,0.2,-0.44
"ClusIPW",14.222,0.237,-0.45,0.62,-0.45,-0.45
"addIPW",20.577,0.757,0.84,0.52,-0.08,-0.16
"Oracle",22.79,0.721,0,0.2,-0.1,0.98
