"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.96,0.381,-0.05,0.48,-0.82,0.32
"ClusIPW",15.79,0.318,-0.38,0.77,-0.32,-0.41
"addIPW",22.056,0.716,-0.36,0.16,0.71,0.58
"Oracle",22.795,0.721,0,0.2,-0.1,0.98
