"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.803,0.676,0.75,0.55,-0.17,-0.32
"ClusIPW",20.079,0.62,0.41,0.89,0.15,0.15
"addIPW",21.643,0.851,0.77,0.49,0.16,0.37
"Oracle",22.825,0.72,0,0.2,-0.1,0.98
