"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.148,0.281,-0.35,0.68,-0.51,-0.39
"ClusIPW",15.257,0.263,-0.51,0.66,-0.53,-0.12
"addIPW",22.005,0.761,-0.33,0.1,0.71,0.62
"Oracle",22.825,0.719,0,0.2,-0.1,0.98
