"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.208,0,-1,0,0,0
"ClusIPW",17.721,0.875,0.49,-0.42,0.63,0.43
"addIPW",21.114,0.501,-0.45,0,0,0.89
"Oracle",22.869,0.72,0,0.2,-0.1,0.98
