"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.083,0.5,-0.46,0.32,0.09,0.82
"ClusIPW",12.012,0.409,-0.47,-0.47,-0.22,0.71
"addIPW",22.359,0.694,-0.34,0.14,0.53,0.76
"Oracle",22.833,0.723,0,0.2,-0.1,0.98
