"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.775,0.271,-0.17,0.43,-0.88,0.12
"ClusIPW",20.162,0.514,-0.2,0.68,-0.18,0.68
"addIPW",21.139,0.5,-0.45,0,0,0.89
"Oracle",22.823,0.718,0,0.2,-0.1,0.98
