"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.22,0,-1,0,0,0
"ClusIPW",10.164,0.027,-0.68,0.24,-0.68,0.07
"addIPW",21.152,0.501,-0.45,0,0,0.89
"Oracle",22.752,0.718,0,0.2,-0.1,0.98
