"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.183,0.335,0.38,0.22,-0.64,-0.62
"ClusIPW",15.144,0.286,-0.38,0.71,-0.38,-0.45
"addIPW",17.036,0.612,0.61,0.33,-0.06,-0.72
"Oracle",22.775,0.719,0,0.2,-0.1,0.98
