"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.522,0.343,-0.16,0.49,0.26,-0.82
"ClusIPW",12.329,0.16,-0.51,0.47,-0.33,-0.64
"addIPW",12.702,0.445,0.37,0.24,-0.04,-0.9
"Oracle",22.844,0.719,0,0.2,-0.1,0.98
