"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.249,0,-1,0,0,0
"ClusIPW",17.845,0.578,0.43,0.53,0.27,-0.68
"addIPW",13.501,0.412,0.36,0.28,-0.19,-0.87
"Oracle",22.899,0.723,0,0.2,-0.1,0.98
