"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",10.119,0.245,0.35,0.07,-0.72,-0.59
"ClusIPW",13.592,0.202,-0.48,0.56,-0.51,-0.45
"addIPW",20.5,1,1,0,0,0
"Oracle",22.773,0.719,0,0.2,-0.1,0.98
