"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.077,0.609,0.56,0.46,-0.69,0.08
"ClusIPW",9.892,0.327,-0.48,-0.63,-0.53,0.32
"addIPW",22.185,0.763,0.4,0.11,-0.72,0.55
"Oracle",22.83,0.723,0,0.2,-0.1,0.98
