"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.065,0.457,0.39,0.28,-0.88,-0.02
"ClusIPW",18.056,0.407,-0.17,0.75,-0.6,0.23
"addIPW",22.005,0.802,-0.04,0.32,0.76,0.57
"Oracle",22.922,0.724,0,0.2,-0.1,0.98
