"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.226,0,-1,0,0,0
"ClusIPW",20.432,0.646,0.52,0.84,0.02,0.18
"addIPW",20.84,0.676,0.64,0.64,-0.34,0.26
"Oracle",22.797,0.718,0,0.2,-0.1,0.98
