"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.219,0,-1,0,0,0
"ClusIPW",21.261,0.504,-0.47,0.02,0.09,0.88
"addIPW",22.278,0.654,-0.42,0.12,0.58,0.68
"Oracle",22.854,0.723,0,0.2,-0.1,0.98
