"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.421,0.536,0.49,0.67,-0.27,-0.48
"ClusIPW",14.24,0.241,-0.41,0.61,-0.47,-0.48
"addIPW",20.486,1,1,0,0,0
"Oracle",22.906,0.722,0,0.2,-0.1,0.98
