"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.372,0.364,-0.02,0.72,-0.53,-0.45
"ClusIPW",18.002,0.425,-0.2,0.9,-0.37,0.09
"addIPW",21.747,0.525,-0.37,0.24,-0.06,0.9
"Oracle",22.862,0.722,0,0.2,-0.1,0.98
