"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.194,0,-1,0,0,0
"ClusIPW",10.698,0.072,-0.55,0.34,-0.54,-0.55
"addIPW",20.76,0.716,-0.3,0.18,0.91,0.23
"Oracle",22.846,0.719,0,0.2,-0.1,0.98
