"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.249,0,-1,0,0,0
"ClusIPW",17.804,0.385,-0.2,0.67,-0.67,0.26
"addIPW",21.634,0.52,-0.4,0.24,0,0.88
"Oracle",22.865,0.723,0,0.2,-0.1,0.98
