"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.264,0.45,-0.59,0.49,0.44,0.48
"ClusIPW",18.429,0.385,-0.57,0.57,-0.13,0.57
"addIPW",22.189,0.696,-0.31,0.26,0.65,0.64
"Oracle",22.853,0.721,0,0.2,-0.1,0.98
