"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.559,0.426,0.34,0.32,-0.88,-0.05
"ClusIPW",19.095,0.52,0.15,0.98,-0.12,-0.01
"addIPW",21.856,0.714,-0.38,0.13,0.77,0.49
"Oracle",22.841,0.718,0,0.2,-0.1,0.98
