"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.763,0.339,-0.72,0.57,0.39,0.09
"ClusIPW",15.793,0.325,-0.26,0.75,-0.43,-0.42
"addIPW",21.676,0.519,-0.32,0.13,-0.17,0.92
"Oracle",22.773,0.72,0,0.2,-0.1,0.98
