"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.387,0.308,-0.06,0.41,0.08,-0.91
"ClusIPW",8.09,0.207,-0.48,-0.56,-0.47,-0.48
"addIPW",21.889,0.779,0.62,0.4,-0.44,0.51
"Oracle",22.819,0.723,0,0.2,-0.1,0.98
