"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.2,0,-1,0,0,0
"ClusIPW",13.975,0.221,-0.47,0.6,-0.46,-0.46
"addIPW",17.844,0.472,-0.44,0.29,0.85,-0.06
"Oracle",22.804,0.723,0,0.2,-0.1,0.98
