"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.026,0.635,0.66,0.65,-0.37,-0.03
"ClusIPW",18.671,0.364,-0.4,0.39,-0.48,0.68
"addIPW",20.473,0.764,-0.34,-0.01,0.72,0.6
"Oracle",22.869,0.722,0,0.2,-0.1,0.98
