"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.185,0,-1,0,0,0
"ClusIPW",10.314,0.052,-0.55,0.3,-0.55,-0.55
"addIPW",19.609,0.515,-0.29,0.82,0.26,0.42
"Oracle",22.809,0.719,0,0.2,-0.1,0.98
