"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.579,0.427,-0.47,0.19,0.86,-0.09
"ClusIPW",20.66,0.644,0.37,0.85,0.23,0.31
"addIPW",21.294,0.784,0.72,0.61,0.25,0.22
"Oracle",22.759,0.719,0,0.2,-0.1,0.98
