"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.725,0.661,0.7,0.63,-0.01,-0.34
"ClusIPW",20.59,0.998,0.21,0.06,0.57,0.8
"addIPW",19.85,0.784,-0.3,-0.06,0.7,0.64
"Oracle",22.854,0.721,0,0.2,-0.1,0.98
