"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.257,0.461,-0.44,0.41,-0.09,0.79
"ClusIPW",20.888,0.589,0.09,0.68,-0.26,0.68
"addIPW",21.779,0.788,0.67,0.52,-0.15,0.51
"Oracle",22.779,0.72,0,0.2,-0.1,0.98
